  QueueTimes | ServiceTimes | SojournTimes
       0.147 |        0.369 |        0.517
       0.068 |        3.010 |        3.078
       0.076 |        0.414 |        0.489
       0.078 |        0.803 |        0.881
       0.075 |        2.085 |        2.160
       0.111 |        0.473 |        0.584
       0.121 |        0.926 |        1.047
       0.121 |        1.817 |        1.938
       0.113 |        1.973 |        2.086
       0.096 |        3.197 |        3.293
       0.109 |        0.826 |        0.935
       0.081 |        2.248 |        2.329
       0.084 |        0.678 |        0.762
       0.083 |        1.835 |        1.919
       0.058 |        0.337 |        0.395
       0.064 |        0.317 |        0.380
       0.093 |        2.994 |        3.087
       0.160 |        2.284 |        2.444
       0.073 |        1.549 |        1.622
       0.087 |        2.075 |        2.162
       0.090 |        0.363 |        0.453
       0.053 |        1.548 |        1.601
       0.073 |        1.356 |        1.429
       0.079 |        0.496 |        0.575
       0.076 |        3.144 |        3.219
       0.065 |        0.424 |        0.489
       0.073 |        1.986 |        2.059
       0.093 |        0.387 |        0.480
       0.071 |        0.851 |        0.922
       0.081 |        0.519 |        0.600
       0.051 |        0.506 |        0.557
       0.079 |        0.621 |        0.700
       0.079 |        0.846 |        0.926
       0.084 |        0.904 |        0.988
       0.097 |        0.557 |        0.654
       0.071 |        0.617 |        0.688
       0.117 |        0.678 |        0.795
       0.161 |        2.244 |        2.405
       0.087 |        0.583 |        0.670
       0.158 |        1.095 |        1.252
       0.096 |        0.556 |        0.652
       0.075 |        2.096 |        2.171
       0.066 |        1.193 |        1.258
       0.121 |        1.281 |        1.403
       0.111 |        0.503 |        0.614
       0.106 |        0.655 |        0.761
       0.100 |        1.293 |        1.394
       0.066 |        0.621 |        0.687
       0.106 |        0.682 |        0.788
       0.102 |        1.313 |        1.414
       0.075 |        0.988 |        1.063
       0.078 |        1.654 |        1.732
       0.380 |        1.698 |        2.079
       0.084 |        0.456 |        0.539
       0.104 |        0.564 |        0.667
       0.068 |        0.490 |        0.557
       0.106 |        1.046 |        1.152
       0.064 |        0.661 |        0.725
       0.073 |        0.667 |        0.740
       0.092 |        1.981 |        2.073
       0.074 |        0.405 |        0.479
       0.084 |        0.992 |        1.076
       0.090 |        0.685 |        0.774
       0.089 |        0.644 |        0.733
       0.132 |        0.340 |        0.472
       0.112 |        0.463 |        0.575
       0.090 |        1.629 |        1.718
       0.067 |        1.784 |        1.851
       0.066 |        0.683 |        0.749
       0.081 |        0.532 |        0.612
       0.067 |        0.677 |        0.744
       0.063 |        0.342 |        0.404
       0.096 |        1.029 |        1.125
       0.063 |        0.510 |        0.573
       0.067 |        1.380 |        1.447
       0.110 |        1.186 |        1.295
       0.071 |        0.394 |        0.465
       0.080 |        0.828 |        0.907
       0.059 |        0.674 |        0.733
       0.133 |        0.470 |        0.603
       0.188 |        0.338 |        0.526
       0.107 |        0.357 |        0.464
       0.097 |        0.414 |        0.511
       0.096 |        0.635 |        0.732
       0.089 |        0.307 |        0.396
       0.121 |        0.463 |        0.584
       0.093 |        0.585 |        0.678
       0.083 |        0.847 |        0.931
       0.159 |        0.692 |        0.851
       0.071 |        0.518 |        0.588
       0.056 |        0.352 |        0.408
       0.112 |        0.295 |        0.407
       0.061 |        1.337 |        1.398
       0.097 |        0.570 |        0.668
       0.067 |        0.776 |        0.843
       0.158 |        0.559 |        0.717
       0.109 |        0.645 |        0.755
       0.077 |        0.441 |        0.517
       0.100 |        1.353 |        1.453
       0.232 |        0.311 |        0.543
       0.153 |        0.397 |        0.550
       0.082 |        0.375 |        0.456
       0.093 |        1.422 |        1.515
       0.082 |        0.484 |        0.566
       0.081 |        0.352 |        0.433
       0.140 |        0.755 |        0.895
       0.070 |        2.173 |        2.243
       0.079 |        0.397 |        0.476
       0.101 |        0.633 |        0.734
       0.084 |        1.495 |        1.579
       0.072 |        1.817 |        1.889
       0.097 |        2.491 |        2.588
       0.075 |        0.477 |        0.552
       0.086 |        0.426 |        0.512
       0.155 |        0.641 |        0.796
       0.097 |        0.856 |        0.953
       0.096 |        0.790 |        0.886
       0.081 |        0.965 |        1.046
       0.089 |        0.563 |        0.651
       0.060 |        1.121 |        1.181
       0.071 |        1.921 |        1.992
       0.108 |        1.213 |        1.320
       0.103 |        1.197 |        1.301
       0.073 |        4.070 |        4.143
       0.127 |        0.975 |        1.102
       0.075 |        0.704 |        0.778
       0.075 |        0.479 |        0.554
       0.119 |        0.446 |        0.566
       0.136 |        1.999 |        2.134
       0.115 |        1.663 |        1.779
       0.048 |        0.359 |        0.407
       0.057 |        1.822 |        1.879
       0.073 |        0.523 |        0.596
       0.078 |        1.991 |        2.069
       0.071 |        1.822 |        1.893
       0.066 |        0.484 |        0.550
       0.127 |        0.997 |        1.123
       0.083 |        0.463 |        0.547
       0.091 |        1.380 |        1.471
       0.090 |        0.669 |        0.759
       0.054 |        0.393 |        0.447
       0.063 |        2.444 |        2.507
       0.092 |        0.655 |        0.746
       0.073 |        1.228 |        1.301
       0.136 |        0.585 |        0.721
       0.059 |        0.508 |        0.567
       0.050 |        0.682 |        0.732
       0.076 |        1.367 |        1.443
       0.123 |        1.497 |        1.620
       0.050 |        0.313 |        0.363
       0.099 |        0.489 |        0.589
       0.071 |        0.505 |        0.576
       0.144 |        2.689 |        2.833
       0.109 |        0.345 |        0.454
       0.086 |        0.629 |        0.715
       0.096 |        0.587 |        0.682
       0.071 |        0.550 |        0.621
       0.090 |        0.374 |        0.464
       0.074 |        0.512 |        0.585
       0.051 |        1.035 |        1.086
       0.097 |        0.587 |        0.684
       0.071 |        0.836 |        0.906
       0.176 |        1.223 |        1.398
       0.105 |        0.221 |        0.325
       0.054 |        2.329 |        2.383
       0.062 |        1.894 |        1.956
       0.094 |        0.379 |        0.473
       0.070 |        0.353 |        0.423
       0.110 |        1.229 |        1.339
       0.060 |        0.500 |        0.560
       0.057 |        1.081 |        1.139
       0.069 |        0.901 |        0.970
       0.054 |        0.688 |        0.742
       0.069 |        1.953 |        2.022
       0.052 |        1.234 |        1.286
       0.178 |        2.992 |        3.171
       0.344 |        1.238 |        1.582
       0.095 |        0.458 |        0.553
       0.086 |        2.837 |        2.924
       0.090 |        0.629 |        0.718
       0.073 |        0.935 |        1.007
       0.168 |        0.846 |        1.014
       0.087 |        1.280 |        1.367
       0.101 |        0.603 |        0.704
       0.079 |        0.429 |        0.508
       0.103 |        0.713 |        0.816
       0.055 |        1.172 |        1.227
       0.051 |        0.381 |        0.432
       0.060 |        0.729 |        0.790
       0.113 |        0.480 |        0.593
       0.063 |        1.273 |        1.336
       0.073 |        0.939 |        1.013
       0.064 |        1.340 |        1.404
       0.080 |        2.188 |        2.268
       0.119 |        1.811 |        1.931
       0.124 |        0.371 |        0.495
       0.075 |        0.689 |        0.765
       0.066 |        0.441 |        0.507
       0.133 |        0.485 |        0.618
       0.079 |        0.687 |        0.767
       0.077 |        1.284 |        1.361
       0.113 |        0.336 |        0.449
       0.057 |        0.494 |        0.551
       0.088 |        0.774 |        0.862
       0.073 |        1.000 |        1.073
       0.052 |        0.366 |        0.418
       0.135 |        0.816 |        0.951
       0.130 |        0.522 |        0.653
       0.138 |        1.093 |        1.232
       0.154 |        0.298 |        0.452
       0.072 |        0.466 |        0.538
       0.066 |        0.322 |        0.388
       0.073 |        0.700 |        0.773
       0.082 |        0.514 |        0.595
       0.129 |        0.598 |        0.728
       0.063 |        0.356 |        0.419
       0.105 |        3.144 |        3.249
       0.096 |        0.503 |        0.599
       0.107 |        0.767 |        0.874
       0.092 |        0.547 |        0.639
       0.147 |        2.100 |        2.247
       0.117 |        0.392 |        0.509
       0.064 |        1.638 |        1.702
       0.099 |        0.438 |        0.537
       0.062 |        1.427 |        1.489
